P_alta,P_baja,x_b,eta_t,eta_p,eps_hrvg,eps_reg,eps_cond,convergio,clasificacion,eta,Wnet,mensaje
3500.0,157.88536139565775,0.35,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=491.7 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=583.0499556132532 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,218.6892492858801,0.4,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,lazo_frio_no_conv (sin P/T): el lazo interior frio no convergio en la 1a evaluacion del bracket — no es un estado de campana || lazo interior (frio) no convergio tras max_iter_frio
3500.0,218.6892492858801,0.4,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=487.7 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999045171467 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,218.6892492858801,0.4,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=487.7 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499329079966 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,218.6892492858801,0.4,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=487.7 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=583.0499622835222 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,293.41308192387106,0.45,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=483.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.6499123118491 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,293.41308192387106,0.45,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=483.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999202818456 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,293.41308192387106,0.45,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=483.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499439893389 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,293.41308192387106,0.45,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=483.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=583.049968514565 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,380.4651667449188,0.5,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=479.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.6499285260971 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,380.4651667449188,0.5,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=479.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999350288503 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,380.4651667449188,0.5,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=479.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499543552746 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,380.4651667449188,0.5,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=380.5 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=51068.1 fuera de dominio a P=3.8047e+05 Pa, x=0.5140"
3500.0,476.2531387660478,0.55,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=474.2 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.6499437044089 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,476.2531387660478,0.55,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=474.2 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999488336169 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,476.2531387660478,0.55,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=474.2 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499640588756 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,476.2531387660478,0.55,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=476.3 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=60426.8 fuera de dominio a P=4.7625e+05 Pa, x=0.5639"
3500.0,575.7018172219059,0.6,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=469.1 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.6499579154371 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,575.7018172219059,0.6,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=469.1 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999617586163 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,575.7018172219059,0.6,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=469.1 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499731440801 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,575.7018172219059,0.6,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=575.7 kPa, T=295.4 K, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: equilibrio no resoluble en T=295.42 K, P=5.757e+05 Pa, x=0.0838"
3500.0,673.3448664612341,0.65,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=463.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.6499712174704 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,673.3448664612341,0.65,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=463.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999738568861 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,673.3448664612341,0.65,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=463.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499816481906 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,673.3448664612341,0.65,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=673.3 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=86198.9 fuera de dominio a P=6.7334e+05 Pa, x=0.6627"
3500.0,764.6376026707513,0.7,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=457.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.649983661207 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,764.6376026707513,0.7,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=457.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.7999851745518 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,764.6376026707513,0.7,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=457.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=3500.0 kPa, T=582.9499896036444 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
3500.0,764.6376026707513,0.7,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=764.6 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=104978 fuera de dominio a P=7.6464e+05 Pa, x=0.7117"
4000.0,157.88536139565775,0.35,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=498.6 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6498419051522 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,157.88536139565775,0.35,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=498.6 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7998562448414 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,157.88536139565775,0.35,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=498.6 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.9498989671126 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,157.88536139565775,0.35,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=498.6 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=583.0499431839448 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,218.6892492858801,0.4,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=494.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6498639997957 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,218.6892492858801,0.4,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=494.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7998763382648 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,218.6892492858801,0.4,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=494.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.9499130785033 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,218.6892492858801,0.4,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=494.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=583.0499510987776 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,293.41308192387106,0.45,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=490.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6498846937828 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,293.41308192387106,0.45,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=490.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7998951632658 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,293.41308192387106,0.45,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=490.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.9499263332617 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,293.41308192387106,0.45,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=490.0 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=583.0499585866643 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,380.4651667449188,0.5,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=485.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6499038701613 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,380.4651667449188,0.5,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=485.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7999126044614 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,380.4651667449188,0.5,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=485.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.949938593057 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,380.4651667449188,0.5,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=583.0 K > dew=485.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=583.0499654803522 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,476.2531387660478,0.55,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=480.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6499217371228 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,476.2531387660478,0.55,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=480.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7999288546176 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,476.2531387660478,0.55,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=480.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.9499500155782 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,476.2531387660478,0.55,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=476.3 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=52247.4 fuera de dominio a P=4.7625e+05 Pa, x=0.5639"
4000.0,575.7018172219059,0.6,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=475.2 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6499383864727 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,575.7018172219059,0.6,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=475.2 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7999439972838 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,575.7018172219059,0.6,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=475.2 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.9499606595923 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,575.7018172219059,0.6,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=575.7 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=60939 fuera de dominio a P=5.757e+05 Pa, x=0.6134"
4000.0,673.3448664612341,0.65,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=469.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6499538970673 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,673.3448664612341,0.65,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=469.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.79995810422 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,673.3448664612341,0.65,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=469.4 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.9499705755757 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,673.3448664612341,0.65,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=673.3 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=71345.2 fuera de dominio a P=6.7334e+05 Pa, x=0.6627"
4000.0,764.6376026707513,0.7,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=463.1 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.6499683382733 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,764.6376026707513,0.7,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=463.1 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.7999712385445 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,764.6376026707513,0.7,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=463.1 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4000.0 kPa, T=582.949979807921 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4000.0,764.6376026707513,0.7,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=764.6 kPa, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: h=84123.3 fuera de dominio a P=7.6464e+05 Pa, x=0.7117"
4500.0,157.88536139565775,0.35,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=504.8 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4500.0 kPa, T=582.6498050574721 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4500.0,157.88536139565775,0.35,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=504.8 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4500.0 kPa, T=582.7998227312158 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4500.0,157.88536139565775,0.35,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=504.8 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4500.0 kPa, T=582.9498754346008 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4500.0,157.88536139565775,0.35,0.85,0.75,0.9,0.75,0.8,False,NO_CONVERGIO,,,"lado_frio(P_baja=157.9 kPa, T=370.5 K, estado fuera del dominio/cobertura del motor teqp — sin relacion con la campana de la sonda || T_from_Ph(P, h, x): el motor teqp no cubre el estado pedido (ver TASK_CONTEXT 2026-09-18-validar-teqp-nh3h2o). Detalle: equilibrio no resoluble en T=370.49 K, P=1.5789e+05 Pa, x=0.0965"
4500.0,218.6892492858801,0.4,0.85,0.75,0.5,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.6 K > dew=500.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4500.0 kPa, T=582.6498310513545 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4500.0,218.6892492858801,0.4,0.85,0.75,0.65,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.8 K > dew=500.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4500.0 kPa, T=582.7998463698442 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
4500.0,218.6892492858801,0.4,0.85,0.75,0.8,0.75,0.8,False,NO_CONVERGIO,,,"bracket_sonda: T2_sonda=582.9 K > dew=500.5 K (sobrecalentado: sonda T1 del arranque del bracket pega el estado 2 fuera de campana) || equilibrio_liquido_vapor(P=4500.0 kPa, T=582.9498920175722 K): no existe equilibrio bifásico para ninguna composición (T fuera de la campana binaria a esa P, motor teqp)."
