T_fuente,T_sumidero,P_alta,P_baja,x_b,m_b,eta_t,eta_p,eps_hrvg,eps_reg,eps_cond,q2,T2,T_sat_L,T9_amb,O2_margen,convergio,clasificacion,eta,Wnet,mensaje
470.0,300.032917,3000.0,400.0,0.4,1.0,0.85,0.75,0.7,0.75,0.95,0.4541228970611357,456.28580719359354,320.89962245833146,314.35648316902217,6.543139289309295,True,KALINA,0.12175801539798804,131.11240410509123,"KALINA: régimen Kalina genuino y admisible, sin fallas."
470.0,300.032917,3000.0,400.0,0.4,1.0,0.85,0.75,0.75,0.75,0.95,0.4915083079544291,458.9721717283269,320.89962245833146,315.21394135692367,5.685681101407795,True,KALINA,0.12273736769618782,142.70890395258357,"KALINA: régimen Kalina genuino y admisible, sin fallas."
470.0,300.032917,3000.0,400.0,0.4,1.0,0.85,0.75,0.8,0.75,0.95,0.5296273170396775,461.481212041098,320.89962245833146,316.09079606802425,4.8088263903072175,True,KALINA,0.12357043399158664,154.53514128412337,"KALINA: régimen Kalina genuino y admisible, sin fallas."
470.0,300.032917,3000.0,400.0,0.4,1.0,0.85,0.75,0.85,0.75,0.95,0.5685612755830746,463.82643023912067,320.89962245833146,316.9879835048209,3.9116389535105895,True,KALINA,0.12428878032997338,166.61330414986975,"KALINA: régimen Kalina genuino y admisible, sin fallas."
470.0,300.032917,3000.0,400.0,0.4,1.0,0.85,0.75,0.9,0.75,0.95,0.6083845581112871,466.0204077725547,320.89962245833146,317.90638209229996,2.9932403660315003,True,KALINA,0.12491666615152322,178.9642856918261,"KALINA: régimen Kalina genuino y admisible, sin fallas."
470.0,300.032917,3000.0,400.0,0.4,1.0,0.85,0.75,0.95,0.75,0.95,0.6491655575611939,468.074728534962,320.89962245833146,318.8468118315572,2.05281062677426,True,KALINA,0.12547276472853,191.60773641052486,"KALINA: régimen Kalina genuino y admisible, sin fallas."
