T_fuente,T_sumidero,P_alta,P_baja,x_b,m_b,eta_t,eta_p,eps_hrvg,eps_reg,eps_cond,T_sat_L,T9_amb,O2_margen,convergio,clasificacion,eta,Wnet,mensaje
470.0,300.032917,3000.0,500.0,0.5,1.0,0.85,0.75,0.85,0.75,0.9,311.4668276192679,317.17016585750264,-5.703338238234721,True,CORREGIBLE,0.12282260589588917,205.78440142094428,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=317.17016585750264, esperado=<= 311.467 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de suben"
470.0,300.032917,3000.0,500.0,0.5,1.0,0.85,0.75,0.85,0.75,0.8,311.4668276192679,326.5961207281765,-15.129293108908598,True,CORREGIBLE,0.12045335312049284,184.67894197707082,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=326.5961207281765, esperado=<= 311.467 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,500.0,0.5,1.0,0.85,0.75,0.85,0.75,0.85,311.4668276192679,321.5829269373969,-10.116099318128988,True,CORREGIBLE,0.12313363009971726,197.9728246793363,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=321.5829269373969, esperado=<= 311.467 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,550.0,0.5,1.0,0.85,0.75,0.85,0.75,0.95,314.5465046342717,315.7956932597545,-1.249188625482816,True,CORREGIBLE,0.11425889031621138,198.4274409139117,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=315.7956932597545, esperado=<= 314.547 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,550.0,0.5,1.0,0.85,0.75,0.85,0.75,0.9,314.5465046342717,319.6544948282976,-5.107990194025888,True,CORREGIBLE,0.11729725102021822,196.53312541087638,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=319.6544948282976, esperado=<= 314.547 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,550.0,0.5,1.0,0.85,0.75,0.85,0.75,0.8,314.5465046342717,329.1030164865724,-14.55651185230073,True,CORREGIBLE,0.1154452854283387,177.07469264859378,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=329.1030164865724, esperado=<= 314.547 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,550.0,0.5,1.0,0.85,0.75,0.85,0.75,0.85,314.5465046342717,324.0753397087384,-9.528835074466713,True,CORREGIBLE,0.11785682133355191,189.52743558078157,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=324.0753397087384, esperado=<= 314.547 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,600.0,0.5,1.0,0.85,0.75,0.85,0.75,0.9,317.4239585363395,321.9696975634366,-4.545739027097113,True,CORREGIBLE,0.11213709447570663,187.8825070808142,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=321.9696975634366, esperado=<= 317.424 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,600.0,0.5,1.0,0.85,0.75,0.85,0.75,0.95,317.4239585363395,318.1094297399928,-0.6854712036532646,True,CORREGIBLE,0.10888199306535408,189.0612050501428,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=318.1094297399928, esperado=<= 317.424 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenf"
470.0,300.032917,3000.0,600.0,0.5,1.0,0.85,0.75,0.85,0.75,0.8,317.4239585363395,331.43699177911117,-14.013033242771655,True,CORREGIBLE,0.11075875864147502,169.94107053311907,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=331.43699177911117, esperado=<= 317.424 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de suben"
470.0,300.032917,3000.0,600.0,0.5,1.0,0.85,0.75,0.85,0.75,0.85,317.4239585363395,326.39698501620785,-8.973026479868338,True,CORREGIBLE,0.11292456027195243,181.61927799690457,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=326.39698501620785, esperado=<= 317.424 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de suben"
