T_fuente,T_sumidero,P_alta,P_baja,x_b,m_b,eta_t,eta_p,eps_hrvg,eps_reg,eps_cond,convergio,clasificacion,eta,Wnet,mensaje
394.15,278.15,3500.0,1200.0,0.82,1.0,0.9,0.8,0.85,0.95,0.95,True,KALINA,0.0922735057808396,80.01703738891032,"KALINA: régimen Kalina genuino y admisible, sin fallas."
394.15,278.15,3400.0,1200.0,0.82,1.0,0.9,0.8,0.85,0.95,0.95,True,KALINA,0.09027893805889728,79.53168137836302,"KALINA: régimen Kalina genuino y admisible, sin fallas."
394.15,278.15,3200.0,1200.0,0.82,1.0,0.9,0.8,0.85,0.95,0.95,True,CORREGIBLE,0.08597039096206019,78.11618446684501,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=311.2803549062849, esperado=<= 311.278 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenfriamiento de diseño del condensador"
394.15,278.15,3000.0,1200.0,0.82,1.0,0.9,0.8,0.85,0.95,0.95,True,CORREGIBLE,0.08119448565990997,76.05798227956416,"[CORREGIBLE] O2: succión de la bomba bifásica bajo el peor caso de T_amb (riesgo de cavitación) (medido=311.2922416963421, esperado=<= 311.278 K). Causa probable: subenfriamiento insuficiente a la salida del condensador bajo el peor caso ambiental. Sugerencia: aumentar eps_cond o el margen de subenfriamiento de diseño del condensador"
